Site,Good,Bad,Completion,Bad Tags
81 archie/pad;ARCHIE_WYN_JF,60,29,Needs work,ARCHIE_WYN_JF/Combustor_1/STATUS_RUN(98.23:9);ARCHIE_WYN_JF/FuelGas_1/PRESSURE_A(85.126:102);ARCHIE_WYN_JF/FuelGas_1/PRESSURE_B(85.173:102);ARCHIE_WYN_JF/MeterGas_3/BTU_FACTOR(112.22:7);ARCHIE_WYN_JF/MeterGas_3/PRESSURE_DP(113.26:7);ARCHIE_WYN_JF/MeterGas_3/PRESSURE_STATIC_CURRENT(113.28:7);ARCHIE_WYN_JF/MeterGas_3/RATE_FLOW_DAILY(112.53:7);ARCHIE_WYN_JF/MeterGas_3/SPECIFIC_GRAVITY(112.23:7);ARCHIE_WYN_JF/MeterGas_3/TEMPERATURE_CURRENT(113.30:7);ARCHIE_WYN_JF/MeterGas_3/VOLUME_ACCUMULATED(228.76:12);ARCHIE_WYN_JF/MeterGas_3/VOLUME_CURRENT_DAY(112.55:7);ARCHIE_WYN_JF/MeterGas_3/VOLUME_CURRENT_MONTH(228.74:12);ARCHIE_WYN_JF/MeterGas_3/VOLUME_PREVIOUS_DAY(112.56:7);ARCHIE_WYN_JF/MeterGas_3/VOLUME_PREVIOUS_MONTH(228.75:12);ARCHIE_WYN_JF/AirCompressor_1/SITE_PWR_STATUS(101.3:163);ARCHIE_WYN_JF/MeterGas_1/VOLUME_ACCUMULATED(228.76:10);ARCHIE_WYN_JF/MeterGas_1/VOLUME_CURRENT_MONTH(228.74:10);ARCHIE_WYN_JF/MeterGas_1/VOLUME_PREVIOUS_MONTH(228.75:10);ARCHIE_WYN_JF/MeterGas_2/BTU_FACTOR(112.22:6);ARCHIE_WYN_JF/MeterGas_2/PRESSURE_DP(113.26:6);ARCHIE_WYN_JF/MeterGas_2/PRESSURE_STATIC_CURRENT(113.28:6);ARCHIE_WYN_JF/MeterGas_2/RATE_FLOW_DAILY(112.53:6);ARCHIE_WYN_JF/MeterGas_2/SPECIFIC_GRAVITY(112.23:6);ARCHIE_WYN_JF/MeterGas_2/TEMPERATURE_CURRENT(113.30:6);ARCHIE_WYN_JF/MeterGas_2/VOLUME_ACCUMULATED(228.76:11);ARCHIE_WYN_JF/MeterGas_2/VOLUME_CURRENT_DAY(112.55:6);ARCHIE_WYN_JF/MeterGas_2/VOLUME_CURRENT_MONTH(228.74:11);ARCHIE_WYN_JF/MeterGas_2/VOLUME_PREVIOUS_DAY(112.56:6);ARCHIE_WYN_JF/MeterGas_2/VOLUME_PREVIOUS_MONTH(228.75:11)
81 archie/wells/well_1;ARCHIE_W_WYN_JF_2H,22,29,Needs work,ARCHIE_W_WYN_JF_2H/Lineheater_1/SETPOINT_BMS_LOW(98.19:23);ARCHIE_W_WYN_JF_2H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:146);ARCHIE_W_WYN_JF_2H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:34);ARCHIE_W_WYN_JF_2H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(126.6:2);ARCHIE_W_WYN_JF_2H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:3);ARCHIE_W_WYN_JF_2H/MeterGas_2/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:4);ARCHIE_W_WYN_JF_2H/MeterGas_2/BTU_FACTOR(112.22:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/ENERGY_PREVIOUS_DAY(114.30:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/MASS_PREVIOUS_DAY(114.25:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/PRESSURE_DP_CURRENT(113.26:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/PRESSURE_STATIC_CURRENT(113.28:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/RATE_ENERGY_DAILY(114.1:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/RATE_FLOW_DAILY(114.0:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/RATE_MASS_DAILY(114.34:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/SPECIFIC_GRAVITY(112.23:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/TEMPERATURE_CURRENT(113.30:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/TIME_FLOW_PREVIOUS_DAY(114.25:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/VOLUME_ACCUMULATED(114.23:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/VOLUME_CURRENT_DAY(114.19:1);ARCHIE_W_WYN_JF_2H/MeterGas_2/VOLUME_PREVIOUS_DAY(114.20:1);ARCHIE_W_WYN_JF_2H/WellIO_1/DENSITY(98.3:0);ARCHIE_W_WYN_JF_2H/WellIO_1/DRIVE_GAIN(98.4:0);ARCHIE_W_WYN_JF_2H/WellIO_1/RATE_COROLIS(98.1:0);ARCHIE_W_WYN_JF_2H/WellIO_1/STATUS_ESD_B(102.24:177);ARCHIE_W_WYN_JF_2H/WellIO_1/TOTAL_ACCUMULATED(98.10:0);ARCHIE_W_WYN_JF_2H/WellIO_1/TOTAL_MONTH(98.8:0);ARCHIE_W_WYN_JF_2H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:0);ARCHIE_W_WYN_JF_2H/WellIO_1/TOTAL_TODAY(98.6:0);ARCHIE_W_WYN_JF_2H/WellIO_1/TOTAL_YESTERDAY(98.7:0)
81 archie/wells/well_2;ARCHIE_W_WYN_JF_4H,19,32,Needs work,ARCHIE_W_WYN_JF_4H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:147);ARCHIE_W_WYN_JF_4H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:35);ARCHIE_W_WYN_JF_4H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(126.6:2);ARCHIE_W_WYN_JF_4H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:3);ARCHIE_W_WYN_JF_4H/MeterGas_2/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:4);ARCHIE_W_WYN_JF_4H/MeterGas_2/BTU_FACTOR(112.22:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/ENERGY_PREVIOUS_DAY(114.30:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/MASS_PREVIOUS_DAY(114.25:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/PRESSURE_DP_CURRENT(113.26:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/PRESSURE_STATIC_CURRENT(113.28:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/RATE_ENERGY_DAILY(114.1:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/RATE_FLOW_DAILY(114.0:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/RATE_MASS_DAILY(114.34:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/SPECIFIC_GRAVITY(112.23:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/TEMPERATURE_CURRENT(113.30:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/TIME_FLOW_PREVIOUS_DAY(114.25:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/VOLUME_ACCUMULATED(114.23:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/VOLUME_CURRENT_DAY(114.19:1);ARCHIE_W_WYN_JF_4H/MeterGas_2/VOLUME_PREVIOUS_DAY(114.20:1);ARCHIE_W_WYN_JF_4H/WellIO_1/DENSITY(98.3:1);ARCHIE_W_WYN_JF_4H/WellIO_1/DRIVE_GAIN(98.4:1);ARCHIE_W_WYN_JF_4H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:75);ARCHIE_W_WYN_JF_4H/WellIO_1/PRESSURE_FLOWLINE_B(103.21:73);ARCHIE_W_WYN_JF_4H/WellIO_1/RATE_COROLIS(98.1:1);ARCHIE_W_WYN_JF_4H/WellIO_1/STATUS_ESD_B(102.24:185);ARCHIE_W_WYN_JF_4H/WellIO_1/TOTAL_ACCUMULATED(98.10:1);ARCHIE_W_WYN_JF_4H/WellIO_1/TOTAL_MONTH(98.8:1);ARCHIE_W_WYN_JF_4H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:1);ARCHIE_W_WYN_JF_4H/WellIO_1/TOTAL_TODAY(98.6:1);ARCHIE_W_WYN_JF_4H/WellIO_1/TOTAL_YESTERDAY(98.7:1);ARCHIE_W_WYN_JF_4H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:75);ARCHIE_W_WYN_JF_4H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:75)
81 archie/wells/well_3;ARCHIE_E_WYN_JF_6H,19,32,Needs work,ARCHIE_E_WYN_JF_6H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:148);ARCHIE_E_WYN_JF_6H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:36);ARCHIE_E_WYN_JF_6H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(126.6:2);ARCHIE_E_WYN_JF_6H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:3);ARCHIE_E_WYN_JF_6H/MeterGas_2/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:4);ARCHIE_E_WYN_JF_6H/MeterGas_2/BTU_FACTOR(112.22:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/ENERGY_PREVIOUS_DAY(114.30:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/MASS_PREVIOUS_DAY(114.25:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/PRESSURE_DP_CURRENT(113.26:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/PRESSURE_STATIC_CURRENT(113.28:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/RATE_ENERGY_DAILY(114.1:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/RATE_FLOW_DAILY(114.0:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/RATE_MASS_DAILY(114.34:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/SPECIFIC_GRAVITY(112.23:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/TEMPERATURE_CURRENT(113.30:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/TIME_FLOW_PREVIOUS_DAY(114.25:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/VOLUME_ACCUMULATED(114.23:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/VOLUME_CURRENT_DAY(114.19:1);ARCHIE_E_WYN_JF_6H/MeterGas_2/VOLUME_PREVIOUS_DAY(114.20:1);ARCHIE_E_WYN_JF_6H/WellIO_1/DENSITY(98.3:2);ARCHIE_E_WYN_JF_6H/WellIO_1/DRIVE_GAIN(98.4:2);ARCHIE_E_WYN_JF_6H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:83);ARCHIE_E_WYN_JF_6H/WellIO_1/PRESSURE_FLOWLINE_B(85.79:49);ARCHIE_E_WYN_JF_6H/WellIO_1/RATE_COROLIS(98.1:2);ARCHIE_E_WYN_JF_6H/WellIO_1/STATUS_ESD_B(102.24:193);ARCHIE_E_WYN_JF_6H/WellIO_1/TOTAL_ACCUMULATED(98.10:2);ARCHIE_E_WYN_JF_6H/WellIO_1/TOTAL_MONTH(98.8:2);ARCHIE_E_WYN_JF_6H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:2);ARCHIE_E_WYN_JF_6H/WellIO_1/TOTAL_TODAY(98.6:2);ARCHIE_E_WYN_JF_6H/WellIO_1/TOTAL_YESTERDAY(98.7:2);ARCHIE_E_WYN_JF_6H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:83);ARCHIE_E_WYN_JF_6H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:83)
81 archie/wells/well_4;ARCHIE_E_WYN_JF_8H,18,29,Needs work,ARCHIE_E_WYN_JF_8H/Lineheater_1/PRESSURE_FLOWLINE(103.21:68);ARCHIE_E_WYN_JF_8H/Lineheater_1/SETPOINT_BMS_HIGH(98.18:26);ARCHIE_E_WYN_JF_8H/Lineheater_1/SETPOINT_BMS_LOW(98.19:26);ARCHIE_E_WYN_JF_8H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:149);ARCHIE_E_WYN_JF_8H/Lineheater_1/STATUS_BURNER(98.23:3);ARCHIE_E_WYN_JF_8H/Lineheater_1/TEMPERATURE_BATH(98.27:3);ARCHIE_E_WYN_JF_8H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:37);ARCHIE_E_WYN_JF_8H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(126.6:2);ARCHIE_E_WYN_JF_8H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:3);ARCHIE_E_WYN_JF_8H/MeterGas_2/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:4);ARCHIE_E_WYN_JF_8H/MeterGas_2/BTU_FACTOR(112.22:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/ENERGY_PREVIOUS_DAY(114.30:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/MASS_PREVIOUS_DAY(114.25:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/PRESSURE_DP_CURRENT(113.26:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/PRESSURE_STATIC_CURRENT(113.28:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/RATE_ENERGY_DAILY(114.1:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/RATE_FLOW_DAILY(114.0:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/RATE_MASS_DAILY(114.34:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/SPECIFIC_GRAVITY(112.23:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/TEMPERATURE_CURRENT(113.30:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/TIME_FLOW_PREVIOUS_DAY(114.25:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/VOLUME_ACCUMULATED(114.23:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/VOLUME_CURRENT_DAY(114.19:1);ARCHIE_E_WYN_JF_8H/MeterGas_2/VOLUME_PREVIOUS_DAY(114.20:1);ARCHIE_E_WYN_JF_8H/WellIO_1/PERCENTAGE_MANUAL_SETPOINT(104.14:115);ARCHIE_E_WYN_JF_8H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:1);ARCHIE_E_WYN_JF_8H/WellIO_1/STATUS_ESD_B(102.24:201);ARCHIE_E_WYN_JF_8H/WellheadChoke/PERCENTAGE_MANUAL_SETPOINT(104.14:115);ARCHIE_E_WYN_JF_8H/WellheadChoke_1/PERCENTAGE_MANUAL_SETPOINT(104.14:115)
81 athena/pad;ATHENA_SMF_JF,55,5,Needs work,ATHENA_SMF_JF/AirCompressor_1/AIR_CURRENT_DAY(98.6:9);ATHENA_SMF_JF/AirCompressor_1/AIR_PREVIOUS_DAY(98.7:9);ATHENA_SMF_JF/AirCompressor_1/MINUTES_ON_TODAY(71.7:0);ATHENA_SMF_JF/AirCompressor_1/RATE(98.1:9);ATHENA_SMF_JF/PadIO_1/PRESSURE_SALES(103.21:74)
81 athena/wells/well_1;ATHENA_NW_SMF_JF_1H,43,11,Needs work,ATHENA_NW_SMF_JF_1H/Lineheater_1/SETPOINT_BMS_LOW(98.19:23);ATHENA_NW_SMF_JF_1H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:146);ATHENA_NW_SMF_JF_1H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:34);ATHENA_NW_SMF_JF_1H/MeterWater_1/RATE_FLOW_DAILY(98.1:0);ATHENA_NW_SMF_JF_1H/WellIO_1/DENSITY(98.3:0);ATHENA_NW_SMF_JF_1H/WellIO_1/DRIVE_GAIN(98.4:0);ATHENA_NW_SMF_JF_1H/WellIO_1/RATE_COROLIS(98.1:0);ATHENA_NW_SMF_JF_1H/WellIO_1/STATUS_ESD_B(102.24:177);ATHENA_NW_SMF_JF_1H/WellIO_1/TOTAL_ACCUMULATED(98.10:0);ATHENA_NW_SMF_JF_1H/WellIO_1/TOTAL_MONTH(98.8:0);ATHENA_NW_SMF_JF_1H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:0)
81 athena/wells/well_2;ATHENA_N_SMF_JF_3H,36,19,Needs work,ATHENA_N_SMF_JF_3H/Lineheater_1/PRESSURE_FLOWLINE(103.21:66);ATHENA_N_SMF_JF_3H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:147);ATHENA_N_SMF_JF_3H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:35);ATHENA_N_SMF_JF_3H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:4);ATHENA_N_SMF_JF_3H/MeterWater_1/RATE_FLOW_DAILY(98.1:1);ATHENA_N_SMF_JF_3H/WellIO_1/DENSITY(98.3:1);ATHENA_N_SMF_JF_3H/WellIO_1/DRIVE_GAIN(98.4:1);ATHENA_N_SMF_JF_3H/WellIO_1/PERCENTAGE_CURRENT_B(98.3:18);ATHENA_N_SMF_JF_3H/WellIO_1/PERCENTAGE_MANUAL_SETPOINT_B(98.4:18);ATHENA_N_SMF_JF_3H/WellIO_1/RATE_COROLIS(98.1:1);ATHENA_N_SMF_JF_3H/WellIO_1/SETPOINT_FLOWRATE_CASING(74.19:5);ATHENA_N_SMF_JF_3H/WellIO_1/STATUS_ESD_B(102.24:185);ATHENA_N_SMF_JF_3H/WellIO_1/TOTAL_ACCUMULATED(98.10:1);ATHENA_N_SMF_JF_3H/WellIO_1/TOTAL_MONTH(98.8:1);ATHENA_N_SMF_JF_3H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:1);ATHENA_N_SMF_JF_3H/WellheadChoke/PERCENTAGE_CURRENT_B(98.3:18);ATHENA_N_SMF_JF_3H/WellheadChoke/PERCENTAGE_MANUAL_SETPOINT_B(98.4:18);ATHENA_N_SMF_JF_3H/WellheadChoke_1/PERCENTAGE_CURRENT_B(98.3:18);ATHENA_N_SMF_JF_3H/WellheadChoke_1/PERCENTAGE_MANUAL_SETPOINT_B(98.4:18)
81 athena/wells/well_3;ATHENA_NE_SMF_JF_5H,35,20,Needs work,ATHENA_NE_SMF_JF_5H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:148);ATHENA_NE_SMF_JF_5H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:36);ATHENA_NE_SMF_JF_5H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:4);ATHENA_NE_SMF_JF_5H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:5);ATHENA_NE_SMF_JF_5H/MeterWater_1/RATE_FLOW_DAILY(98.1:2);ATHENA_NE_SMF_JF_5H/WellIO_1/DENSITY(98.3:2);ATHENA_NE_SMF_JF_5H/WellIO_1/DRIVE_GAIN(98.4:2);ATHENA_NE_SMF_JF_5H/WellIO_1/PERCENTAGE_CURRENT_B(98.7:18);ATHENA_NE_SMF_JF_5H/WellIO_1/PERCENTAGE_MANUAL_SETPOINT_B(98.8:18);ATHENA_NE_SMF_JF_5H/WellIO_1/PRESSURE_FLOWLINE_B(85.79:49);ATHENA_NE_SMF_JF_5H/WellIO_1/RATE_COROLIS(98.1:2);ATHENA_NE_SMF_JF_5H/WellIO_1/SETPOINT_FLOWRATE_CASING(74.19:6);ATHENA_NE_SMF_JF_5H/WellIO_1/STATUS_ESD_B(102.24:193);ATHENA_NE_SMF_JF_5H/WellIO_1/TOTAL_ACCUMULATED(98.10:2);ATHENA_NE_SMF_JF_5H/WellIO_1/TOTAL_MONTH(98.8:2);ATHENA_NE_SMF_JF_5H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:2);ATHENA_NE_SMF_JF_5H/WellheadChoke/PERCENTAGE_CURRENT_B(98.7:18);ATHENA_NE_SMF_JF_5H/WellheadChoke/PERCENTAGE_MANUAL_SETPOINT_B(98.8:18);ATHENA_NE_SMF_JF_5H/WellheadChoke_1/PERCENTAGE_CURRENT_B(98.7:18);ATHENA_NE_SMF_JF_5H/WellheadChoke_1/PERCENTAGE_MANUAL_SETPOINT_B(98.8:18)
81 athena/wells/well_4;ATHENA_NE_SMF_JF_7H,37,17,Needs work,ATHENA_NE_SMF_JF_7H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:149);ATHENA_NE_SMF_JF_7H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:37);ATHENA_NE_SMF_JF_7H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(126.6:4);ATHENA_NE_SMF_JF_7H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:5);ATHENA_NE_SMF_JF_7H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:6);ATHENA_NE_SMF_JF_7H/MeterWater_1/RATE_FLOW_DAILY(98.1:3);ATHENA_NE_SMF_JF_7H/WellIO_1/DENSITY(98.3:3);ATHENA_NE_SMF_JF_7H/WellIO_1/DRIVE_GAIN(98.4:3);ATHENA_NE_SMF_JF_7H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:91);ATHENA_NE_SMF_JF_7H/WellIO_1/PRESSURE_FLOWLINE_B(85.79:51);ATHENA_NE_SMF_JF_7H/WellIO_1/RATE_COROLIS(98.1:3);ATHENA_NE_SMF_JF_7H/WellIO_1/STATUS_ESD_B(102.24:201);ATHENA_NE_SMF_JF_7H/WellIO_1/TOTAL_ACCUMULATED(98.10:3);ATHENA_NE_SMF_JF_7H/WellIO_1/TOTAL_MONTH(98.8:3);ATHENA_NE_SMF_JF_7H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:3);ATHENA_NE_SMF_JF_7H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:91);ATHENA_NE_SMF_JF_7H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:91)
81 athens_a/pad;ALPHA_ATH_HR,90,3,Close,ALPHA_ATH_HR_2H/Lineheater_1/TEMPERATURE_BATH(TT_0011A);ALPHA_ATH_HR_4H/Lineheater_1/TEMPERATURE_BATH(TT_0012A);ALPHA_ATH_HR_6H/Lineheater_1/TEMPERATURE_BATH(TT_0013A)
81 athens_a/wells/well_1;ALPHA_ATH_HR_2H,16,1,Close,ALPHA_ATH_HR_2H/Lineheater_1/TEMPERATURE_BATH(TT_0011A)
81 athens_a/wells/well_2;ALPHA_ATH_HR_4H,16,1,Close,ALPHA_ATH_HR_4H/Lineheater_1/TEMPERATURE_BATH(TT_0012A)
81 athens_a/wells/well_3;ALPHA_ATH_HR_6H,16,1,Close,ALPHA_ATH_HR_6H/Lineheater_1/TEMPERATURE_BATH(TT_0013A)
81 athens_b/pad;BRAVO_ATH_HR,113,12,Needs work,BRAVO_ATH_HR_1H/Lineheater_1/TEMPERATURE_BATH(TT_0111A);BRAVO_ATH_HR_1H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0111C_GRAND_TOTAL);BRAVO_ATH_HR_3H/Lineheater_1/TEMPERATURE_BATH(TT_0112A);BRAVO_ATH_HR_3H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0112C_GRAND_TOTAL);BRAVO_ATH_HR_5H/Lineheater_1/TEMPERATURE_BATH(TT_0113A);BRAVO_ATH_HR_5H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0113C_GRAND_TOTAL);BRAVO_ATH_HR_7H/Lineheater_1/TEMPERATURE_BATH(TT_0114A);BRAVO_ATH_HR_7H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0114C_GRAND_TOTAL);BRAVO_ATH_HR_7H/MeterWater_1/VOLUME_PREVIOUS_DAY(FQT_0114B_YEST_ACCUM);BRAVO_ATH_HR/Device_1/VOLTAGE_BATTERY(109.12:1);BRAVO_ATH_HR/MeterGas_1/BTU_FACTOR(0.0:0);BRAVO_ATH_HR/MeterGas_1/SPECIFIC_GRAVITY(0.0:0)
81 athens_b/wells/well_1;BRAVO_ATH_HR_1H,19,2,Close,BRAVO_ATH_HR_1H/Lineheater_1/TEMPERATURE_BATH(TT_0111A);BRAVO_ATH_HR_1H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0111C_GRAND_TOTAL)
81 athens_b/wells/well_2;BRAVO_ATH_HR_3H,19,2,Close,BRAVO_ATH_HR_3H/Lineheater_1/TEMPERATURE_BATH(TT_0112A);BRAVO_ATH_HR_3H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0112C_GRAND_TOTAL)
81 athens_b/wells/well_3;BRAVO_ATH_HR_5H,19,2,Close,BRAVO_ATH_HR_5H/Lineheater_1/TEMPERATURE_BATH(TT_0113A);BRAVO_ATH_HR_5H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0113C_GRAND_TOTAL)
81 athens_b/wells/well_4;BRAVO_ATH_HR_7H,18,3,Close,BRAVO_ATH_HR_7H/Lineheater_1/TEMPERATURE_BATH(TT_0114A);BRAVO_ATH_HR_7H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0114C_GRAND_TOTAL);BRAVO_ATH_HR_7H/MeterWater_1/VOLUME_PREVIOUS_DAY(FQT_0114B_YEST_ACCUM)
81 athens_c/pad;CHARLEY_ATH_HR,140,11,Needs work,CHARLEY_ATH_HR_10H/Lineheater_1/TEMPERATURE_BATH(TT_0015A);CHARLEY_ATH_HR_10H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0115C_GRAND_TOTAL);CHARLEY_ATH_HR_12H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0116C_GRAND_TOTAL);CHARLEY_ATH_HR_2H/Lineheater_1/TEMPERATURE_BATH(TT_0011A);CHARLEY_ATH_HR_2H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0111C_GRAND_TOTAL);CHARLEY_ATH_HR_4H/Lineheater_1/TEMPERATURE_BATH(TT_0012A);CHARLEY_ATH_HR_4H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0112C_GRAND_TOTAL);CHARLEY_ATH_HR_6H/Lineheater_1/TEMPERATURE_BATH(TT_0013A);CHARLEY_ATH_HR_6H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0113C_GRAND_TOTAL);CHARLEY_ATH_HR_8H/Lineheater_1/TEMPERATURE_BATH(TT_0014A);CHARLEY_ATH_HR_8H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0114C_GRAND_TOTAL)
81 athens_c/wells/well_1;CHARLEY_ATH_HR_2H,18,2,Close,CHARLEY_ATH_HR_2H/Lineheater_1/TEMPERATURE_BATH(TT_0011A);CHARLEY_ATH_HR_2H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0111C_GRAND_TOTAL)
81 athens_c/wells/well_2;CHARLEY_ATH_HR_4H,15,2,Close,CHARLEY_ATH_HR_4H/Lineheater_1/TEMPERATURE_BATH(TT_0012A);CHARLEY_ATH_HR_4H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0112C_GRAND_TOTAL)
81 athens_c/wells/well_3;CHARLEY_ATH_HR_6H,19,2,Close,CHARLEY_ATH_HR_6H/Lineheater_1/TEMPERATURE_BATH(TT_0013A);CHARLEY_ATH_HR_6H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0113C_GRAND_TOTAL)
81 athens_c/wells/well_4;CHARLEY_ATH_HR_8H,22,2,Close,CHARLEY_ATH_HR_8H/Lineheater_1/TEMPERATURE_BATH(TT_0014A);CHARLEY_ATH_HR_8H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0114C_GRAND_TOTAL)
